Customer_ID,Age,Gender,Income,Occupation,City,Credit_Score,Transaction_ID,Amount,Merchant_Type,Transaction_Time,Is_Fraud,Loan_ID,Loan_Amount,Tenure,EMI,Default_Status,Stock_Sentiment_Score,Stock_Return,Investment_Amount,Policy_ID,Claim_Amount,Claim_Status,Risk_Score
CUST00129,41,F,100721.19,Lawyer,Seattle,663,TXN000129,30.69,Grocery,2024-01-15 14:01:09,0,LOAN000129,133612.11,36,4109.69,0,0.57,0.0287,5128.69,POL000129,0,0,10.24
CUST00130,32,M,41213.72,Teacher,New York,565,TXN000130,362.92,Electronics,2023-05-10 21:49:51,0,LOAN000130,20674.53,38,624.41,0,-0.331,0.018,6300.56,POL000130,0,0,15.46
CUST00131,18,F,23138.97,Student,Phoenix,556,TXN000131,36.73,Entertainment,2023-03-06 05:05:31,0,LOAN000131,34888.83,18,2077.37,0,-0.519,0.0928,2341.76,POL000131,0,0,22.11
CUST00132,41,M,43230.12,Service,Austin,609,TXN000132,41.31,Clothing,2024-03-15 03:46:44,0,LOAN000132,75551.51,23,3547.84,0,0.853,0.025,6858.87,POL000132,0,0,18.84
CUST00133,24,M,68845.86,Teacher,Phoenix,599,TXN000133,64.06,Restaurant,2023-01-24 23:17:06,0,LOAN000133,74285.54,46,1881.19,0,0.029,0.0416,9803.58,POL000133,5516.75,1,89.71
CUST00134,47,F,168161.36,Doctor,Philadelphia,750,TXN000134,610.19,Travel,2024-09-10 04:17:42,0,LOAN000134,116222.01,29,4262.99,0,0.517,0.0006,9142.53,POL000134,0,0,61.34
CUST00135,26,F,108267.61,Doctor,Los Angeles,691,TXN000135,1,Entertainment,2024-08-14 03:07:25,0,LOAN000135,38731.08,14,2874.55,0,-0.981,-0.0048,8265.62,POL000135,0,0,83.14
CUST00136,63,M,36087.56,Service,Austin,598,TXN000136,142.3,Travel,2023-06-21 06:58:04,0,LOAN000136,63901.39,36,2003.62,0,-1.405,0.0553,3593.5,POL000136,0,0,52.57
CUST00137,28,M,123381.27,Doctor,San Francisco,663,TXN000137,79.95,Grocery,2023-08-15 20:57:02,0,LOAN000137,57526.58,60,1132.05,0,0.107,-0.1041,12423.33,POL000137,0,0,53.21
CUST00138,35,M,59783.87,Manager,Houston,571,TXN000138,134.31,Entertainment,2023-01-26 09:28:50,0,LOAN000138,101050.03,46,2585.53,0,-0.319,0.0143,9019.65,POL000138,0,0,55.11
CUST00139,52,M,59619.48,Sales,Chicago,650,TXN000139,47.93,Grocery,2023-08-02 11:37:47,0,LOAN000139,57667.09,15,4026.32,0,0.626,0.1193,11174.15,POL000139,0,0,75.63
CUST00140,21,F,29114.38,Service,Miami,513,TXN000140,1,Online_Retail,2023-06-24 15:23:06,0,LOAN000140,41889.9,7,6180.13,1,-0.08,0.0125,4937.45,POL000140,0,0,11.4
CUST00141,43,F,96573.42,Lawyer,Dallas,640,TXN000141,50.96,Pharmacy,2024-02-22 13:45:03,1,LOAN000141,160762.1,43,4252.8,0,0.205,0.0866,14181.6,POL000141,0,0,46.05
CUST00142,59,F,71170.71,Manager,Houston,650,TXN000142,71.89,Gas_Station,2023-08-13 05:12:16,0,LOAN000142,93039.95,20,4942.18,0,-1.623,-0.0639,8698.79,POL000142,0,0,7.64
CUST00143,18,F,27568,Student,Boston,562,TXN000143,401.84,Travel,2023-05-11 15:38:33,0,LOAN000143,4357.68,8,562.76,0,1.888,0.0362,3972,POL000143,0,0,81.88
CUST00144,42,F,36631.85,Clerk,Los Angeles,618,TXN000144,21.88,Pharmacy,2024-08-29 10:03:07,0,LOAN000144,45008.93,48,1091.21,0,-0.164,-0.0016,6733.25,POL000144,8357.35,1,92.34
CUST00145,43,M,27959.61,Service,Philadelphia,546,TXN000145,68.53,Restaurant,2023-12-22 05:05:18,0,LOAN000145,49038.74,36,1561.25,0,0.698,-0.0969,3649.99,POL000145,0,0,47.95
CUST00146,51,F,17234.68,Service,Boston,590,TXN000146,183.96,Electronics,2024-03-15 08:29:19,0,LOAN000146,13176.67,11,1247.55,0,-0.836,-0.0751,1728.06,POL000146,0,0,31.16
CUST00147,21,F,24862.43,Student,San Francisco,515,TXN000147,73.23,Entertainment,2024-07-30 17:32:36,0,LOAN000147,44740.8,8,5797.94,0,0.308,-0.0487,4166.9,POL000147,0,0,36.26
CUST00148,20,F,33861.26,Student,Philadelphia,506,TXN000148,44.51,Pharmacy,2024-08-23 01:19:54,0,LOAN000148,47704.29,16,3194.45,1,-1.303,0.015,3795.61,POL000148,0,0,81.7
CUST00149,47,F,57952.96,Clerk,Los Angeles,615,TXN000149,193.97,Utilities,2024-08-17 21:46:31,0,LOAN000149,48360.28,20,2584.23,0,0.452,0.0526,9352.89,POL000149,3850.16,1,88.97
CUST00150,44,F,79046.53,Engineer,Denver,627,TXN000150,19.23,Pharmacy,2024-01-20 17:18:35,0,LOAN000150,93851.18,50,2189.61,0,-0.356,0.0091,13854.16,POL000150,0,0,59.76
CUST00151,43,M,93672.88,Lawyer,Phoenix,722,TXN000151,111.29,Restaurant,2024-03-02 23:38:19,0,LOAN000151,161914.63,57,3238.74,0,0.029,0.0418,8889.7,POL000151,0,0,76.36
CUST00152,45,M,117578.65,Lawyer,Austin,690,TXN000152,125.05,Online_Retail,2024-02-01 18:06:49,0,LOAN000152,163154.6,33,5390.26,0,0.698,0.0058,18664.98,POL000152,0,0,34.2
CUST00153,29,M,64025.83,Engineer,Houston,550,TXN000153,154.97,Online_Retail,2023-03-29 22:24:21,0,LOAN000153,56218.76,15,3976.71,1,-1.233,0.0354,6231.34,POL000153,0,0,70.99
CUST00154,43,F,59910.25,Teacher,Denver,598,TXN000154,346.65,Electronics,2024-03-20 20:09:49,0,LOAN000154,94812.58,43,2545.12,0,-0.684,-0.0133,7811.27,POL000154,0,0,2.88
CUST00155,44,M,100329.8,Engineer,San Diego,688,TXN000155,44.42,Clothing,2023-03-30 16:57:58,0,LOAN000155,11729.17,52,258.01,0,0.457,0.012,8150.73,POL000155,0,0,81.46
CUST00156,29,M,124538.66,Lawyer,Boston,715,TXN000156,196.42,Electronics,2023-07-28 01:48:40,0,LOAN000156,165637.16,55,3429.19,0,2.098,0.0287,19032.5,POL000156,0,0,22.24
CUST00157,67,F,29399.08,Retired,San Francisco,585,TXN000157,38.74,Entertainment,2024-08-25 01:09:14,0,LOAN000157,3412.68,55,74.81,0,-0.138,0.0315,4995.79,POL000157,0,0,85.68
CUST00158,47,F,84894.97,Engineer,Denver,592,TXN000158,64.82,Travel,2024-02-26 20:13:58,0,LOAN000158,138350.16,12,12045.1,0,0.591,-0.0092,15553.13,POL000158,0,0,14.24
CUST00159,22,F,28854.12,Clerk,Boston,598,TXN000159,352.01,Travel,2024-10-01 11:06:13,0,LOAN000159,55900.43,20,2995.81,0,-0.107,0.0467,2973.11,POL000159,0,0,22.66
CUST00160,49,M,91391.32,Lawyer,Austin,671,TXN000160,55.12,Pharmacy,2023-10-12 22:47:56,0,LOAN000160,82730.43,23,3838.4,0,1.942,-0.0178,17861.7,POL000160,0,0,12.53
CUST00161,25,M,85923.38,Manager,Austin,579,TXN000161,23.99,Travel,2024-02-26 00:25:15,0,LOAN000161,65520.66,23,3094.73,0,-1.747,-0.0899,7910.88,POL000161,0,0,13.02
CUST00162,51,F,43475.66,Service,Miami,631,TXN000162,98.39,Clothing,2024-09-30 22:34:44,0,LOAN000162,42898.57,57,894.5,0,0.095,0.0363,2377.07,POL000162,0,0,7.86
CUST00163,57,F,134238.37,Lawyer,Miami,639,TXN000163,52.81,Gas_Station,2024-08-10 19:31:05,0,LOAN000163,223666.7,46,5580.7,0,-1.626,-0.0369,26517.83,POL000163,5294.99,1,69.08
CUST00164,27,M,100723.71,Doctor,San Francisco,624,TXN000164,109.85,Online_Retail,2023-02-02 07:40:34,0,LOAN000164,29652.35,29,1121.41,0,-2.507,-0.0728,14501.86,POL000164,0,0,78.4
CUST00165,54,M,54538.58,Service,New York,642,TXN000165,28.87,Pharmacy,2024-08-13 07:30:13,0,LOAN000165,74089.32,7,10838.3,0,0.297,0.0505,9618.47,POL000165,0,0,7.77
CUST00166,46,F,102143.73,Lawyer,Austin,691,TXN000166,8.03,Entertainment,2024-07-12 10:45:47,0,LOAN000166,82842.3,45,2067.21,0,0.139,-0.0276,13855.52,POL000166,0,0,77.47
CUST00167,52,F,40824.79,Service,Atlanta,584,TXN000167,32.33,Pharmacy,2023-12-09 19:40:09,0,LOAN000167,51324.73,25,2243.14,0,-0.285,-0.0157,4426.83,POL000167,4273.04,1,75.73
CUST00168,68,M,45930.11,Clerk,Miami,654,TXN000168,34.86,Grocery,2024-02-29 08:45:47,0,LOAN000168,14026.99,39,402.66,0,-0.106,0.0678,6397.09,POL000168,0,0,4.25
CUST00169,36,F,27303.05,Teacher,Boston,541,TXN000169,6.2,Grocery,2023-06-19 17:55:00,0,LOAN000169,54002.32,48,1348.47,0,3.098,0.1389,4906.06,POL000169,0,0,10.78
CUST00170,28,M,58840.45,Teacher,Seattle,592,TXN000170,73.89,Grocery,2023-11-27 05:27:28,0,LOAN000170,102196.1,31,3667.47,0,-0.258,0.0735,9575.17,POL000170,0,0,79.31
CUST00171,26,M,51631.6,Sales,Phoenix,546,TXN000171,147.92,Clothing,2023-03-21 13:10:50,0,LOAN000171,74921.49,12,6554.77,0,0.51,-0.0039,8043.68,POL000171,292.06,1,51.35
CUST00172,27,M,33030.71,Clerk,New York,544,TXN000172,307.75,Travel,2024-07-25 15:49:25,0,LOAN000172,22054.71,43,603.19,1,-0.649,0.0485,3209.76,POL000172,0,0,5.93
CUST00173,38,M,49656.51,Sales,Chicago,565,TXN000173,161.45,Utilities,2024-10-06 17:38:22,0,LOAN000173,77186.15,35,2504.88,0,0.295,-0.0415,2718.41,POL000173,0,0,11.89
CUST00174,45,F,57917.36,Sales,Phoenix,637,TXN000174,40.74,Pharmacy,2024-05-22 17:19:25,0,LOAN000174,94423.64,47,2314.19,0,-0.238,-0.0501,6491.4,POL000174,0,0,25.3
CUST00175,44,F,25437.16,Service,Seattle,609,TXN000175,161.22,Utilities,2024-08-06 14:05:42,0,LOAN000175,31543.69,10,3268.53,0,-0.411,-0.1257,3168.41,POL000175,0,0,6.62
CUST00176,52,M,81371.24,Engineer,Denver,648,TXN000176,145.2,Clothing,2023-07-12 06:19:26,0,LOAN000176,113385.61,16,7445.15,0,1.819,0.12,6969.15,POL000176,0,0,66.76
CUST00177,40,M,63736.91,Teacher,Phoenix,614,TXN000177,76.2,Online_Retail,2023-08-20 05:41:48,0,LOAN000177,85742.78,6,14613.96,0,1.177,-0.0197,7507.31,POL000177,0,0,75.46
CUST00178,61,M,71543.07,Engineer,Atlanta,620,TXN000178,43.12,Pharmacy,2024-11-10 11:38:14,0,LOAN000178,42418.6,39,1230.93,0,0.137,-0.0036,13779.84,POL000178,0,0,78.24
CUST00179,36,M,50818.16,Sales,Philadelphia,583,TXN000179,116.04,Clothing,2023-01-26 00:49:05,0,LOAN000179,42571.51,6,7268.84,1,-2.304,-0.0916,4188.48,POL000179,615.24,1,92.01
CUST00180,75,M,41899.31,Clerk,Philadelphia,660,TXN000180,329.11,Travel,2023-12-16 07:37:06,0,LOAN000180,60558.37,24,2705.87,0,-0.361,0.0275,3995,POL000180,0,0,20.54
CUST00181,49,F,119714.82,Lawyer,New York,766,TXN000181,1,Online_Retail,2023-07-24 03:13:51,0,LOAN000181,55169.23,7,8004.75,0,2.703,0.0353,8001.1,POL000181,4261.32,1,90.12
CUST00182,27,F,99287.17,Lawyer,Chicago,589,TXN000182,343.04,Travel,2023-09-28 17:56:44,0,LOAN000182,51876.56,26,2185.01,0,-0.231,-0.0699,16654.59,POL000182,0,0,18.48
CUST00183,23,F,67697.36,Lawyer,Boston,627,TXN000183,58.4,Clothing,2024-10-31 16:33:57,0,LOAN000183,107727.11,25,4665.96,0,1.103,0.0441,11283.02,POL000183,0,0,35.15
CUST00184,47,F,47468.49,Service,Chicago,641,TXN000184,34.47,Entertainment,2024-09-26 08:55:27,0,LOAN000184,65342.75,28,2541.57,0,1.442,-0.0428,8876.75,POL000184,0,0,9.08
CUST00185,36,M,104929.05,Doctor,Austin,655,TXN000185,34.77,Online_Retail,2023-03-09 13:28:50,0,LOAN000185,179040.08,26,7433.46,0,0.219,-0.0375,12231.17,POL000185,1221.54,1,84.59
CUST00186,50,M,46087.22,Sales,Miami,668,TXN000186,38.01,Restaurant,2023-12-08 00:51:22,1,LOAN000186,81359.62,29,3044.35,0,-0.842,-0.1222,2476.74,POL000186,1794.15,1,94.18
CUST00187,47,M,133654.63,Doctor,San Diego,708,TXN000187,269.98,Online_Retail,2024-11-03 02:11:00,0,LOAN000187,38151.16,9,4342.83,0,-2.435,-0.1199,16359.26,POL000187,2635.2,1,94.88
CUST00188,38,M,115594.38,Manager,Los Angeles,673,TXN000188,499.7,Travel,2023-04-02 04:14:02,0,LOAN000188,68366.97,17,4221.7,0,0.684,0.0226,14450.24,POL000188,2160.92,1,34.78
CUST00189,27,M,23905.07,Service,Chicago,546,TXN000189,49.2,Pharmacy,2024-08-25 10:49:18,0,LOAN000189,37041.97,27,1522,0,-0.815,-0.1145,1877.31,POL000189,0,0,16.06
CUST00190,18,F,25308.4,Student,Seattle,568,TXN000190,17.77,Pharmacy,2024-09-22 14:42:22,1,LOAN000190,35215.46,25,1544.25,0,0.176,-0.0705,4771.79,POL000190,4668.26,1,50.06
CUST00191,33,M,55916.81,Teacher,Miami,624,TXN000191,30.71,Pharmacy,2023-07-04 00:59:40,1,LOAN000191,15079.07,23,706.04,0,-1.25,-0.0251,8939.21,POL000191,403,1,72.86
CUST00192,52,F,46683.47,Service,New York,601,TXN000192,85.32,Utilities,2023-06-13 00:24:45,0,LOAN000192,70678.72,6,12055.48,0,-0.265,-0.0325,6000.89,POL000192,2496.89,1,24.18
CUST00193,43,F,58493.79,Teacher,Los Angeles,574,TXN000193,44.34,Online_Retail,2024-09-21 16:35:38,0,LOAN000193,93436.33,35,3024.45,0,0.034,0.1003,9729.27,POL000193,0,0,57.02
CUST00194,21,F,23164.86,Student,Seattle,529,TXN000194,42.46,Restaurant,2024-07-26 22:06:09,0,LOAN000194,13784.54,38,420.95,0,0.269,0.0971,1656.15,POL000194,0,0,9.91
CUST00195,42,F,71765.45,Engineer,San Francisco,601,TXN000195,211.98,Utilities,2024-04-01 15:41:44,0,LOAN000195,123243.27,29,4686.79,0,-1.115,-0.0657,12973.03,POL000195,0,0,57.81
CUST00196,45,M,58490.65,Teacher,Houston,616,TXN000196,42.08,Grocery,2024-06-19 06:22:52,0,LOAN000196,102133.3,19,5726.05,0,1.197,0.0518,10137.64,POL000196,0,0,1.4
CUST00197,26,F,78557.22,Lawyer,San Diego,637,TXN000197,460.26,Travel,2023-09-30 08:13:57,0,LOAN000197,148800.88,41,4108.91,0,-0.597,0.0255,14981.14,POL000197,0,0,21.7
CUST00198,42,F,52381.97,Doctor,San Diego,592,TXN000198,390.62,Travel,2024-10-30 19:06:39,0,LOAN000198,93758.99,10,9730.12,0,-1.674,-0.0634,7936.27,POL000198,0,0,19.15
CUST00199,40,F,54365.6,Sales,Dallas,603,TXN000199,430.36,Electronics,2024-07-06 01:24:50,0,LOAN000199,95044.43,16,6279.88,0,-0.109,-0.077,3800.57,POL000199,0,0,28.19
CUST00200,22,M,29519.67,Student,Philadelphia,545,TXN000200,1,Entertainment,2024-04-19 00:06:16,0,LOAN000200,19685.96,29,758.76,1,0.034,0.0001,4684.35,POL000200,0,0,90.17
CUST00201,45,M,56696.95,Lawyer,Chicago,642,TXN000201,200.74,Online_Retail,2024-05-06 11:41:58,0,LOAN000201,97692,36,3023.6,0,0.161,-0.0054,6741.57,POL000201,0,0,53.71
CUST00202,48,M,43094.91,Sales,Philadelphia,541,TXN000202,104.39,Restaurant,2023-11-29 13:36:45,0,LOAN000202,20709.84,60,431.71,0,1.362,0.0055,6768.12,POL000202,0,0,97.36
CUST00203,56,F,104516.27,Engineer,Phoenix,668,TXN000203,30.53,Grocery,2023-05-09 22:07:17,0,LOAN000203,123524.31,18,7228.84,0,-0.236,0.0174,13414.84,POL000203,0,0,9.87
CUST00204,55,F,187023.63,Doctor,Seattle,773,TXN000204,180.57,Online_Retail,2024-04-23 13:53:27,0,LOAN000204,181298.04,21,8997.05,0,-0.12,-0.0399,9466.48,POL000204,0,0,21.4
CUST00205,19,M,25103.97,Student,Philadelphia,569,TXN000205,166.81,Utilities,2023-04-19 03:31:40,0,LOAN000205,36646.02,29,1404.36,0,-1.103,-0.0797,4766,POL000205,597.31,1,50.42
CUST00206,25,F,38447.97,Sales,Denver,543,TXN000206,63.18,Restaurant,2024-09-01 14:39:05,0,LOAN000206,39463.14,18,2354.44,0,0.821,0.0219,5884.76,POL000206,0,0,70.78
CUST00207,47,M,94896.94,Manager,Austin,602,TXN000207,34.09,Online_Retail,2023-06-10 11:40:10,0,LOAN000207,41371.85,29,1572.94,0,0.184,0.023,13204.26,POL000207,0,0,36.65
CUST00208,47,M,49086.55,Service,Austin,631,TXN000208,42.47,Online_Retail,2024-09-23 21:17:45,0,LOAN000208,5348.26,59,108.36,0,-0.42,-0.0672,3095.47,POL000208,0,0,58.94
CUST00209,47,F,85774.51,Manager,Los Angeles,630,TXN000209,81,Gas_Station,2023-06-10 17:41:30,0,LOAN000209,132630.31,31,4713.5,0,-1.905,0.0083,10295.63,POL000209,0,0,43.97
CUST00210,75,F,25204.85,Retired,Atlanta,609,TXN000210,50.01,Grocery,2024-09-17 14:29:56,0,LOAN000210,39131.01,7,5736.81,0,1.444,-0.0596,1434.68,POL000210,8696.42,1,95.77
CUST00211,48,F,35234.6,Service,New York,582,TXN000211,162.57,Online_Retail,2023-02-16 02:30:36,0,LOAN000211,54641.16,21,2805.97,0,-1.228,-0.0535,4513.08,POL000211,0,0,18.08
CUST00212,57,F,108046.13,Doctor,Chicago,686,TXN000212,110.46,Utilities,2024-03-18 18:57:21,0,LOAN000212,136949.71,43,3564.95,0,-0.591,-0.0247,16082.41,POL000212,0,0,35.48
CUST00213,54,M,114747.82,Lawyer,Chicago,674,TXN000213,61.01,Clothing,2023-09-30 11:40:28,0,LOAN000213,99422.97,51,2237.28,0,0.358,-0.0246,11115.86,POL000213,0,0,37.96
CUST00214,49,M,131831.1,Manager,Denver,633,TXN000214,40.82,Pharmacy,2024-02-18 10:25:59,0,LOAN000214,109195.86,6,18590.91,0,-1.197,-0.0522,18012.61,POL000214,0,0,21.43
CUST00215,35,M,109123.13,Lawyer,Austin,676,TXN000215,1,Online_Retail,2023-08-07 07:48:16,0,LOAN000215,52257.66,54,1118.27,0,-1.494,0.0637,10565.46,POL000215,0,0,22.76
CUST00216,51,M,85932.4,Engineer,New York,696,TXN000216,43.39,Entertainment,2024-04-08 14:14:01,0,LOAN000216,10891.63,16,710.41,0,-2.124,-0.085,15796.12,POL000216,0,0,11.28
CUST00217,28,M,75331.02,Engineer,Miami,620,TXN000217,101.7,Clothing,2024-02-23 11:22:25,0,LOAN000217,126792.24,56,2696.43,0,0.721,0.1365,7392.39,POL000217,4153.88,1,98.46
CUST00218,36,F,26119.75,Clerk,Los Angeles,533,TXN000218,42.23,Gas_Station,2023-05-11 18:46:53,0,LOAN000218,36197.31,40,1056.59,0,-0.545,0.011,2060.37,POL000218,0,0,12.36
CUST00219,32,M,95306.38,Engineer,Phoenix,623,TXN000219,46.42,Grocery,2023-09-09 09:20:26,0,LOAN000219,54588.06,48,1320.9,0,2.927,0.0631,8720.29,POL000219,0,0,11.03
CUST00220,41,M,84168.98,Engineer,Dallas,635,TXN000220,131.67,Online_Retail,2024-06-30 20:30:48,0,LOAN000220,63485.68,34,2072.63,0,-0.994,0.0039,8237.83,POL000220,0,0,13.59
CUST00221,74,M,28917.12,Retired,Miami,664,TXN000221,269.29,Electronics,2023-08-16 07:06:22,0,LOAN000221,23964.94,42,641.91,0,-0.921,0.1081,3359.23,POL000221,0,0,76.23
CUST00222,18,F,49158.65,Service,San Diego,575,TXN000222,54.69,Gas_Station,2023-08-13 17:33:45,0,LOAN000222,20515.79,22,1010.37,0,-0.565,-0.061,3325.47,POL000222,0,0,70.47
CUST00223,50,F,137767.58,Doctor,Dallas,685,TXN000223,30.28,Grocery,2024-03-20 20:33:54,0,LOAN000223,91833.7,59,1814.04,0,0.243,-0.0512,9974.11,POL000223,0,0,55.71
CUST00224,18,F,21241.04,Student,Austin,529,TXN000224,135.79,Utilities,2023-07-27 15:38:09,0,LOAN000224,31497.93,44,849.37,0,-0.47,-0.0471,1933.9,POL000224,0,0,4.06
CUST00225,32,F,46651.15,Teacher,Dallas,594,TXN000225,479.21,Travel,2024-10-28 10:35:35,0,LOAN000225,34609.87,47,862.14,0,0.612,0.0139,2439.32,POL000225,0,0,32.81
CUST00226,56,M,163548.66,Doctor,San Diego,789,TXN000226,95.79,Entertainment,2024-02-04 13:23:25,0,LOAN000226,325690.41,33,10470.48,0,-0.979,-0.1059,23459.71,POL000226,0,0,11.57
CUST00227,40,M,56245.97,Teacher,Phoenix,627,TXN000227,31.36,Clothing,2024-11-30 04:06:38,0,LOAN000227,101953.09,34,3335.96,0,-1.382,-0.0265,7149.37,POL000227,0,0,28.36
CUST00228,23,F,35617.22,Teacher,Houston,575,TXN000228,74.06,Entertainment,2024-06-11 15:03:25,0,LOAN000228,16313.02,48,402.09,0,-1.798,0.0487,2884.52,POL000228,0,0,60.04
CUST00229,29,F,118384.58,Lawyer,Denver,648,TXN000229,1,Gas_Station,2024-09-25 04:04:24,0,LOAN000229,218371.05,8,28021.92,0,-2.224,-0.0369,12140.07,POL000229,3118.36,1,31.2
CUST00230,50,M,47650.42,Sales,San Francisco,659,TXN000230,61.88,Entertainment,2023-03-15 23:07:32,0,LOAN000230,25445.07,57,523.86,0,-0.518,-0.025,4658.91,POL000230,0,0,97.62
CUST00231,29,M,68732.98,Teacher,Los Angeles,609,TXN000231,48.98,Pharmacy,2023-04-16 07:33:37,1,LOAN000231,24007.81,15,1685.23,0,-0.301,-0.0369,4896.09,POL000231,0,0,44.4
CUST00232,43,F,129505.02,Lawyer,Philadelphia,659,TXN000232,24.17,Online_Retail,2024-08-05 14:46:05,0,LOAN000232,158050.05,47,3841.35,0,-0.631,0.0323,20157.85,POL000232,0,0,55.39
CUST00233,40,F,77395.53,Engineer,San Diego,669,TXN000233,108.28,Utilities,2024-09-02 06:20:33,0,LOAN000233,61647.38,19,3426.55,0,1.243,-0.0164,7158.32,POL000233,6032.5,1,29.06
CUST00234,30,F,62810.16,Teacher,Los Angeles,613,TXN000234,65.28,Grocery,2023-11-16 16:42:34,0,LOAN000234,10739.94,17,669.06,0,1.228,0.1169,5447.13,POL000234,0,0,85.54
CUST00235,72,F,30407.13,Retired,Phoenix,631,TXN000235,22.86,Clothing,2024-12-14 15:05:24,0,LOAN000235,17818.56,52,401.42,0,-0.335,0.09,1845.3,POL000235,0,0,18.88
CUST00236,49,M,52089.69,Clerk,Miami,605,TXN000236,23.67,Pharmacy,2023-02-16 01:10:08,0,LOAN000236,10017.64,47,248.51,0,-1.794,-0.023,7396.19,POL000236,0,0,6.96
CUST00237,18,M,38393.13,Clerk,Miami,553,TXN000237,51.93,Gas_Station,2023-08-04 09:41:07,0,LOAN000237,52128,35,1697.49,0,-0.567,-0.0119,3870.44,POL000237,3354.39,1,84.11
CUST00238,42,M,34059.88,Clerk,Austin,601,TXN000238,23.66,Pharmacy,2024-11-04 10:56:18,0,LOAN000238,4683.55,37,143.21,0,-0.6,0.0395,3969.58,POL000238,0,0,47.57
CUST00239,30,F,87129,Lawyer,Dallas,623,TXN000239,264.6,Travel,2024-05-24 10:47:34,0,LOAN000239,77708.05,37,2360.36,0,-0.657,0.0416,6056.43,POL000239,0,0,67.91
CUST00240,52,F,121805.21,Manager,San Francisco,705,TXN000240,187.21,Utilities,2023-04-09 13:22:00,1,LOAN000240,138838.03,47,3315.67,0,-0.698,-0.0543,14690.97,POL000240,0,0,17.93
CUST00241,28,M,41987.02,Sales,Miami,618,TXN000241,34.22,Pharmacy,2024-06-28 19:32:17,0,LOAN000241,16414.47,37,499.34,0,-0.653,-0.0394,6353.66,POL000241,7439.15,1,99.87
CUST00242,38,M,113989.52,Doctor,Phoenix,692,TXN000242,70.67,Entertainment,2024-11-03 16:52:44,0,LOAN000242,147911.84,31,5173.27,0,-0.387,-0.0738,7510.66,POL000242,0,0,49.16
CUST00243,47,M,79684.09,Manager,New York,649,TXN000243,249.13,Travel,2023-04-14 01:32:12,0,LOAN000243,108144.27,56,2270.3,0,-0.636,0.0077,4627.25,POL000243,0,0,10.52
CUST00244,52,M,44473.51,Service,Houston,646,TXN000244,118.5,Clothing,2023-07-13 22:19:16,0,LOAN000244,27260.33,6,4637.67,0,0.208,0.0375,5068.64,POL000244,0,0,43.81
CUST00245,21,F,35312.62,Student,San Diego,516,TXN000245,143.81,Utilities,2023-04-24 14:10:31,0,LOAN000245,12734.11,47,326.62,0,0.36,-0.0603,2713.68,POL000245,1300.74,1,65.85
CUST00246,34,M,40897.66,Teacher,Austin,590,TXN000246,34.58,Pharmacy,2024-07-06 13:21:40,0,LOAN000246,12242.18,7,1797.01,0,-0.911,-0.041,5701.88,POL000246,0,0,8.5
CUST00247,32,M,81392.36,Engineer,New York,669,TXN000247,225.46,Travel,2023-09-08 04:19:04,0,LOAN000247,26346.36,22,1275,0,1.271,-0.0419,11306.49,POL000247,0,0,14.34
CUST00248,30,M,38473.32,Service,New York,561,TXN000248,28.17,Pharmacy,2024-10-05 12:01:12,0,LOAN000248,11615.14,35,377.37,0,-0.98,-0.0645,6749.23,POL000248,0,0,40.06
CUST00249,66,M,29522.15,Retired,Houston,606,TXN000249,151.51,Travel,2023-07-12 06:45:17,0,LOAN000249,14156.57,44,371.5,0,-1.618,-0.0048,4573.12,POL000249,0,0,59.06
CUST00250,46,M,63247.51,Teacher,Phoenix,605,TXN000250,68.95,Restaurant,2024-08-14 10:53:47,1,LOAN000250,69191.36,12,6015.65,0,0.381,-0.0291,9009.44,POL000250,0,0,10.17
CUST00251,21,M,19688.03,Student,Houston,498,TXN000251,35.12,Online_Retail,2024-10-17 05:01:01,0,LOAN000251,28282.44,57,625.9,1,-0.817,-0.0314,1907.1,POL000251,6627.45,1,92.53
CUST00252,53,M,121051.25,Lawyer,Denver,673,TXN000252,94.3,Utilities,2024-06-09 05:55:32,0,LOAN000252,21168.33,32,722.67,0,0.321,-0.0749,20895.42,POL000252,2730.82,1,97.79
CUST00253,71,F,53422.7,Clerk,Chicago,654,TXN000253,45.17,Gas_Station,2023-11-02 00:28:21,0,LOAN000253,26423.86,14,1970.07,0,-2.404,-0.0387,8383.88,POL000253,0,0,6.47
CUST00254,55,F,56864.43,Clerk,Denver,594,TXN000254,44.25,Gas_Station,2024-01-16 04:10:19,1,LOAN000254,41405.66,27,1683.06,1,1.392,0.0256,8565.52,POL000254,2577.73,1,97.52
CUST00255,18,F,43311.7,Clerk,Phoenix,549,TXN000255,93.49,Restaurant,2023-04-21 10:16:16,0,LOAN000255,59601.36,39,1768.87,0,0.672,-0.023,5631.51,POL000255,0,0,33.86
CUST00256,32,F,54644.86,Clerk,Phoenix,615,TXN000256,25.69,Pharmacy,2024-03-24 11:59:31,0,LOAN000256,92182.66,51,2125.1,0,-1.5,-0.0395,10713.25,POL000256,0,0,59.5
CUST00257,59,M,116614.33,Manager,Philadelphia,677,TXN000257,82.24,Restaurant,2024-05-06 04:49:38,0,LOAN000257,44706.96,54,956.28,0,-1.479,-0.0206,19050.28,POL000257,6046.98,1,99.07
CUST00258,29,F,127819.11,Doctor,Los Angeles,701,TXN000258,51.02,Gas_Station,2023-07-28 17:15:02,0,LOAN000258,137052.78,6,23242.19,0,1.672,-0.0073,15319.67,POL000258,3918.62,1,12.28
